,Direction,Price,m2,Floor,Room,Description
314," Ático en calle del Conde de Peñalver, Goya, Madrid ",1950.0,74.0,6,2," Ático muy luminoso con amplia terraza en la zona de Goya. La vivienda cuenta con dos dormitorios y dos baños, uno de los dormitorios es en suite, cocina independiente, salón comedor con acceso a una amplia terraza con orientación Oeste, y con una zona de barra. Plaza de garaje opcional. Solo para la "
315," Piso en calle Francisco Lizcano, 20, Buena Vista, Madrid ",880.0,77.0,1,2," SOLO PARTICULARES Piso + 2 plazas de garaje + Trastero. Mejor que nuevo, tranquilo y luminoso, en zona de chalés, parques y zonas verdes. Tocando con el ""Pau de Carabanchel"", en urbanización privada, con sala de uso comunitario, zonas verdes y área de juego infantil. Totalmente exterior, tiene "
316," Piso en calle de Alonso Cano, Nuevos Ministerios-Ríos Rosas, Madrid ",1100.0,60.0,5,2," ALQUILOFÁCIL MONCLOA alquila piso en Madrid. DISPONIBILIDAD INMEDIATA. Piso con amplio salón muy luminoso y dos habitaciones amuebladas con cama y armarios. La cocina está completamente equipada con nevera, horno, espacio para almacenamiento, etc. Un baño completo con plato de ducha y lavabo. U "
317," Piso en calle de Alcalá, 409, Quintana, Madrid ",790.0,65.0,2,1," Calle Alcalá nº 409, junto cruce Arturo Soria. Segunda planta. Fachada a la calle Alcalá, junto a metro. Cerca de centro comercial Alcalá Norte. 45 metros. Apartamento en perfectas condiciones en edificio moderno. Un dormitorio amplio con armario empotrado y canapé con base tapizada. Aire acondicion "
318," Ático en Golondrina, Aravaca, Madrid ",1900.0,106.0,3,2," ÁTICO DE DOS DORMITORIOS CON DOS TERRAZAS (27 m² y 71 m²). La vivienda consta de: hall, cocina con pequeño office totalmente equipada, salón (22,50 m²) con salida a terraza (27 m²), desde esta, mediante escalera de caracol, se accede a una segunda terraza con cenador (71 m²), dormitorio con baño en "
319," Piso en C/Doctor Cortezo, 11, Lavapiés-Embajadores, Madrid ",1900.0,89.0,1,2, Disponible desde Enero de 2024. 
320," Piso en calle del Doctor Esquerdo, Pacífico, Madrid ",2000.0,146.0,5,3," Estupendo piso en Doctor Esquerdo Engel & Völkers presenta este estupendo piso con excelente distribución e iluminación. Se alquila sin muebles, a una familia. Está ubicado en Doctor Esquerdo con cercanía a dos bocas de Metro, es totalmente exterior con vistas despejadas. Tiene piscinas y áreas de r "
321," Piso en calle de Garcia de Paredes, Trafalgar, Madrid ",1250.0,62.0,2,2," DISPONIBLE YA! (SOLICITE VISITA VIRTUAL) Les ofrecemos excelente piso de dos dormitorios grandes en Chamberí Luminoso, cómodo, amueblado, tranquilo Ideal para parejas o compañeros de piso, de probada solvencia Mejor ver. "
322," Chalet pareado en Simancas, Madrid ",3000.0,225.0,0,4," Reformada casa con piscina cerca de calle Alcalá Engel & Völkers les presenta esta bonita y luminosa casa cerca de la calle Alcalá. La casa está totalmente reformada con espacios abiertos, claros y con detalles muy bonitos. La casa tiene dos pisos y el garaje, en el piso calle se encuentra un ampli "
323," Piso en calle del Cañón del Río Lobos, Horcajo, Madrid ",1150.0,102.0,3,2," Piso de 102 m2 recién pintado con 2 habitaciones, salón independiente, cocina amueblada y equipada con tendedero, 2 baños (1 en suite), armarios empotrados, calefacción individual de gas natural, aire acondicionado por conductos, suelos de parque, exterior muy luminoso y semiamueblado. Finca con asc "
324," Chalet adosado en calle Eduardo Vela, Aravaca, Madrid ",2900.0,120.0,0,3," Preciosa casa de estilo provenzal Engel&Völkers presenta en Aravaca esta encantadora casa adosada de aire provenzal, construida en 2017, que se alquila amueblada o semiamueblada. Sin muebles, a consultar. Calefacción por suelo radiante. Una vivienda que no pasa desapercibida por su bonito diseño y e "
325," Piso en calle de Tribulete, Lavapiés-Embajadores, Madrid ",830.0,40.0,4,2," Acogedor apartamento de 35m2, cuanta planta sin ascensor, un dormitorio con cama de 135x190, armario empotrado de tres puertas, salón-comedor, cocina totalmente equipada con vitrocerámica, lavadora, microondas, frigorífico y armarios, baño con ducha. Tiene otra habitación abuhardillada en otra plant "
326," Piso en paseo de la Castellana, Ventilla-Almenara, Madrid ",5000.0,210.0,5,5," GALOTA INVERSIONES E INMOBILIARIA ALQUILA PISO HERMOSO PISO AMUEBLADO Comunícate con nosotros escribiendo al WhatsApp 604_89_3314 Un piso exterior exclusivo con una inmejorable ubicación, a menos de 1km de la estación de tren Chamartín, 1,9 km del estadio Santiago Bernabéu y a 6 km del museo Thys "
327," Piso en Jerónimos, Madrid ",3000.0,120.0,0,2," Piso a estrenar en Jerónimos - Retiro Engel & Völkers presenta esta maravillosa propiedad en una de las mejores zonas de Madrid, como lo es Jerónimos, entre el parque El Retiro y el Museo del Prado. Totalmente nuevo a Estrenar en edificio clásico del año 1900 y reformado con las mejores calidades. L "
328," Piso en Goya, Madrid ",3200.0,105.0,6,2," Piso reformado en calle Hermosilla Engel & Völkers presenta este piso, disponible para alquileres a largo plazo, caracterizado por su comodidad y calidez. Se entra a la vivienda a través de un recibidor que nos facilita el acceso a un amplio y cómodo salón comedor. Dispone también de dos dormitorios "
329," Ático en Chueca-Justicia, Madrid ",1500.0,57.0,6,1," Ático con terraza amueblado en Justicia en alquiler Disponible el 22 de Noviembre. Engel & Völkers les ofrece este luminoso ático en una de las mejores zonas de Madrid, en el conocido barrio de Justicia. Es un loft de unos 57m2 reformado con buenas calidades. Dispone de una amplia estancia abierta c "
330," Ático en Chueca-Justicia, Madrid ",2450.0,95.0,6,1," Los mejores atardeceres en Madrid Engel & Völkers presenta en exclusiva este ático completamente remodelado de lujo. Es exterior, con una habitación doble y tiene una amplia terraza de 30 mts2, ideal para una pareja o profesionales jóvenes que valoran el buen gusto y tener espacio para un respiro en "
331," Piso en C. de Evaristo San Miguel, 7, Argüelles, Madrid ",1300.0,80.0,2,1," Precioso piso con una ubicación muy conveniente y ventanas con vistas al patio. 2ª planta con ascensor. El piso recién renovado de 80m2 consta de: salón con sofá doble (140cm x 190cm), dormitorio doble, cocina espaciosa, totalmente equipada, cuarto de baño con ducha. El piso dispone de aire acondici "
332," Piso en San Andrés, Malasaña-Universidad, Madrid ",2150.0,75.0,4,1," ""HMS Real Estate alquila piso de 1 DORMITORIO en Malasaña de 1 mes a 6 meses. TODOS LOS GASTOS INCLUIDOS. El inmueble es una 4ª planta y es exterior. Tiene ascensor la finca. Les podemos pasar fotos por mail o whatsapp. Salón amplio con cocina independiente completamente equipada y ase de cortesí "
333," Piso en calle de la Madera, Malasaña-Universidad, Madrid ",2700.0,61.0,3,2," DISPONIBLE ENERO 2024 Este moderno piso ha sido recientemente reformado, incorporando bonitos diseños, acabados de calidad y características modernas: mobiliario de acento negro, suelos de madera, electrodomésticos de alta calidad, etc. Está situado en el Barrio de Malasaña, Centro, próximo a much "
334," Piso en calle de Juan de Mena, Jerónimos, Madrid ",1725.0,55.0,4,2," ""HMS Real Estate alquila estupendo piso interior de 2 DORMITORIOS en la calle JUAN DE MENA junto al Retiro, el pulmón de Madrid, LA MEJOR ZONA DE MADRID, cerca de todos los servicios, super bien comunicado por autobuses HMS Real Estate NO cobra honorarios de agencia. Nuestra vivienda está en la 4 "
335," Piso en Bellas Vistas, Madrid ",1950.0,125.0,0,3, Amplio Piso en Avenida de la Reina Victoria Engel & Völkers presenta este luminoso y amplio piso ubicado en el Barrio de Ciudad Universitaria. Con vistas exteriores a la Av. de la Reina Victoria. Esta vivienda se ofrece Amueblado. Cuenta con un hall de entrada que da acceso a todas las áreas de la c 
336," Estudio en Recoletos Salamanca, Recoletos, Madrid ",1300.0,,1,0," HMS Real Estate alquila estupendo ESTUDIO EXTERIOR, en recoletos, a dos minutos de la puerta del Alcalá y del Retiro, el pulmón de Madrid, LA MEJOR ZONA DE MADRID, cerca de todos los servicios, super bien comunicado por metro y por autobús Nuestra vivienda está en la 3ª planta. Tiene ascensor. La "
337," Piso en calle de Nanclares de Oca, Rejas, Madrid ",1450.0,200.0,0,2," “JOWNER ALQUILA FANTÁSTICO PISO CON TERRAZA EN REJAS"" Se trata de una vivienda con terraza, jardín, piscina, de excelentes calidades, cuenta con 2 dormitorios y 2 baños. El salón tiene una gran puerta de acceso al porche/patio privado de la vivienda que a su vez da al jardín de la finca. Las dos ha "
338," Piso en calle de Bravo Murillo, Vallehermoso, Madrid ",1500.0,55.0,4,2," Inmobiliaria Emmanuel El piso está disponible a partir del 1 noviembre. Alquiler de piso reformado, con materiales de alta calidad. Calefacción por suelo radiante, también refrescante. El piso está en plena calle Bravo Murillo, con metro en la puerta con varias líneas de metro. Dispone de amplio "
339," Ático en calle de Herminio Puertas, 74, Puerta del Ángel, Madrid ",1000.0,85.0,2,2,
340," Piso en calle de Núñez de Balboa, Recoletos, Madrid ",3400.0,145.0,3,3," 3 Hab - 2 Baños - exterior - Recoletos - Garaje !!   S C A L A | Properties presenta vivienda de 3 habitaciones en Recoletos. Vivienda de 3 habitaciones y 145 m² construidos, ubicada en la tercera planta de una finca familiar de 1994. Entrando a la vivienda nos encontramos con el recibidor donde tenemos armarios de gran capacidad. En la zona de día "
341," Piso en Londres, 41, Guindalera, Madrid ",1000.0,55.0,0,1," Estupendo Apartamento en planta baja en alquiler en la Calle Londres nº 41 de Madrid. Se trata de una planta baja (salón, cocina americana, dormitorio independiente y baño completo). Dispone de Trastero. Posibilidad de alquilar plaza de garaje en el mismo edificio por 85€/mes. No se admiten mascotas "
342," Ático en Carrera de San Jerónimo, Sol, Madrid ",3900.0,96.0,5,2," S C A L A  |  Properties presenta vivienda de 2 habitaciones a estrenar con terraza en Carrera de San Jerónimo. Ático con terraza de 2 habitaciones,  y 90 m² construidos, ubicada en la cuarta planta de una finca de nueva construcción en 2023. Calidad, modernidad, funcionalidad, frescura y confort "
343," Piso en infante fernando, 6, Sanchinarro, Madrid ",1400.0,140.0,6,2,
344," Piso en calle del Cardenal Silíceo, Prosperidad, Madrid ",1390.0,89.0,5,3," Sacamos en alquiler precioso piso recién pintado y actualizado en una de las mejores zonas de Madrid. Consta de cocina muy luminosa, totalmente equipada. Gran salón con espacio para varios ambientes y acceso a cómoda terraza, con vistas despejadas. Tres dormitorios, dos de ellos muy grandes con arma "
345," Ático en avenida de los Arces, Palomas, Madrid ",2500.0,126.0,5,3," Ático precioso con dos grandes terrazas de 45 + 85 m2, (Barbacoa) y plato de ducha), la vivienda consta de 115 m2, salón comedor con salida a terrazas, 3 dormitorios + 2 baños completos, cocina completa con electrodomésticos. La vivienda está en perfecto estado. Urbanización con todos los servicios "
346," Piso en argensola, 7, Chueca-Justicia, Madrid ",1800.0,65.0,4,1," Piso en una cuarta planta totalmente exterior y muy luminoso. Se distribuye en la zona de recibidor, dormitorio de esquina con dos balcones a la calle Uno a la calle Argensola y el otro a la calle Santa Teresa, baño con bañera exterior, cocina equipada exterior y salon con dos balcones a la calle Sa "
347," Estudio en calle de Valentín Beato, 8, Simancas, Madrid ",760.0,,13,0," Calle Valentín Beato esquina calle Alcalá 506 Junto al metro de SUANZES Estupendo loft a 2 minutos del metro Leer el anuncio hasta el final Primera planta Recién REFORMADO A estrenar Salón con cocina americana zona habitación con cama de 1,50x 1,90 Terraza de 20 metros con toldos. Aire acondicionado "
348," Piso en calle de la Madera, Malasaña-Universidad, Madrid ",2550.0,79.0,2,1," Disponible 21 Diciembre Se aceptan alquileres mensuales. Este moderno piso ha sido recientemente reformado, incorporando bonitos diseños, acabados de calidad y características modernas: mobiliario de acento negro, suelos de madera, electrodomésticos de alta calidad, etc. Está situado en el Barrio "
349," Piso en calle de Vallehermoso, 80, Arapiles, Madrid ",800.0,36.0,5,1," Calle Vallehermoso 80, apartamento en alquiler, 5ª planta a patio de manzana del Parque Móvil. Dormitorio independiente con armario empotrado y ventana a patio. Salón muy tranquilo con mucha luz por su amplia ventana que da al Parque Móvil. Orientación Este. Cocina independiente, equipada con pl "
350," Dúplex en calle Manuel Pombo Angulo, Sanchinarro, Madrid ",1100.0,67.0,2,1," URBAN MAGERIT SANCHINARRO alquila magnifico lotf en Sanchinarro junto al Encinar de los Reyes y la Moraleja, se trata de una segunda planta, muy luminoso por sus grandes ventanales y con una superficie de 67 metros. Disponible a partir del 1 de noviembre. Inmueble con la cocina totalmente equipad "
351," Piso en calle Carranque, 14, Pau de Carabanchel, Madrid ",985.0,78.0,3,2," Si buscas un piso en perfecto estado, amueblado y listo para entrar a vivir, igual esto te interesa. Busco estudiantes o trabajadores que quieran compartir piso. Sin mascotas. Si quieres vivir en Madrid y tener un parque a la puerta de casa donde puedas pasear o hacer deporte, además de restaura "
352," Estudio en calle de Santoña, Zofío, Madrid ",675.0,,2,0," RESERVAS E INQUIETUDES Para obtener información detallada y reservar en línea, haga clic debajo del mapa en ""Enlace adicional"". TÉRMINOS Y CONDICIONES DE ALOJAMIENTO: - Fecha de disponibilidad: 01/12/2023 - Duración mínima del alquiler: 120 días - Máximo de huéspedes: 1 - Todas las facturas incluid "
353," Piso en calle de Játiva, 9, Adelfas, Madrid ",1225.0,77.0,0,2, Urbanización junto metro Pacifico. Vivienda sin amueblar 2 dormitorios. Salón independiente. Cocina amueblada pero SIN ELECTRODOMÉSTICOS. Tendedero. Baño completo. 3 armarios empotrados. Calefacción por gas natural. Piscina. Zona infantil. Pista de padell. Vigilancia 24 horas. Plaza de garaje. 
354," Estudio en carretera Canillas, 119, Canillas, Madrid ",850.0,,2,0, El metro más cercano es mar de cristal. Recién amueblado. La vivienda la enseña directamente el portero en horario de 9:30-14:00 y 18:00 a 20:30 h de lunes a viernes la casa dispone de: Portero fisico. 
355," Ático en calle Gran Vía, Palacio, Madrid ",2800.0,115.0,9,3," PLAZA ESPAÑA. Fantástico ÁTICO de 3 dormitorios con Amplia terraza de 25 m2 aprox. Magnificas vistas al Palacio Real. Junto al Hotel RIU, Teatro Coliseun y la nueva tienda de Zara, 2 baños con plato de ducha, uno de ellos en suite. Cocina independiente amueblada y totalmente equipada. Climatización "
356," Dúplex en Concepción, Madrid ",3500.0,223.0,2,3," Duplex amueblado con una terraza espectacular en una urbanización con piscina en una calle muy tranquila en Concepción. Se puede alquilar para menos de 1 año. IMMOMADRID, une équipe française à votre service. DISTRIBUCIÓN: PLANTA PRINCIPAL: entrada con armario y aseo de invitados. Amplio salón con "
357," Chalet pareado en ronda de Cala Basa, Conde Orgaz-Piovera, Madrid ",5500.0,356.0,14,5," CHALET CON APARTAMENTO INDEPENDENTE   Colomba Boutique Inmobiliaria, alquila, estupendo chalet pareado SIN AMUEBLAR en Conde Orgaz. El chalet es muy amplio, con jardin y piscina privados, El chalet estará disponible en principios de diciembre. Se alquila sin amueblar pero con cocina equipada con electrodomésticos de alta gama. Las "
358," Piso en calle jemenuño, 2, Imperial, Madrid ",1500.0,90.0,1,2," 90 m² construidos, 70 m² útiles. 2 habitaciones 2 baños CENTRO DE MADRID. URBANIZACION CERRADA CON PISCINA Muy buen estado. Disponibilidad sobre 01/12/2023 aprox. Por traslado de inquilino actual que está hasta esa fecha aprox. Calefacción independiente gas natural Agua caliente independiente gas na "
359," Piso en calle del General Arrando, 40, Almagro, Madrid ",2650.0,114.0,2,2, Almagro Una de las mejores zonas de Madrid. Edificio totalmente rehabilitado. Vivienda de 2 dormitorios y 2 baños en suite. Cocina independiente totalmente amueblada y equipada. Armarios empotrados. Aire acondicionado por conductos y sectorizado por estancias. Calefacción por Gas Natural. Vent 
360," Estudio en calle Industria, Puerta del Ángel, Madrid ",1100.0,,2,0," Vivienda completamente amueblada, wifi y limpieza incluidos. Tratarás directamente con el propietario del edificio. Estaremos permanentemente a tu disposición para que tu hogar sea una experiencia inolvidable. Sin comisiones de agencia, con la tranquilidad de saber que un equipo dedicado estará par "
361," Piso en Bernabéu-Hispanoamérica, Madrid ",3000.0,162.0,1,4," La Inmobiliaria Internacional CPM gestiona este amplio y luminoso piso sin amueblar, de 162 m2 y 4 habitaciones, próximo a la estación de metro Santiago Bernabéu, que consta de los siguientes elementos: Hall de entrada. Una cocina, totalmente equipada, con todos los electrodomésticos incluidos, que "
362," Piso en pasaje José Sánchez Pescador, 4, Pacífico, Madrid ",920.0,55.0,4,1," Se alquila estupenda vivienda de 1992 en Pacífico, Retiro de55 m2 (44 m2 útiles según la Dirección General de Catastro) exterior y muy luminosa en finca con ascensor. Consta de 1 dormitorio, cuarto de baño con plato de ducha, amplio salón comedor con mirador, y cocina americana en línea de pared. "
363," Dúplex en Las Tablas, Madrid ",2100.0,105.0,5,2," La Inmobiliaria Internacional CPM gestiona este magnífico y luminoso ático dúplex amueblado, de 105 m2 y 2 habitaciones y terraza, situado en urbanización cerrada con estupendas zonas comunes, próximo al metro Tablas, que consta de los siguientes elementos: Planta entrada: Hall de entrada. Una coci "
364," Estudio en calle de Vallehermoso, Arapiles, Madrid ",1299.0,,2,0," RESERVAS E INQUIETUDES Para obtener información detallada y reservar en línea, haga clic debajo del mapa en ""Enlace adicional"". TÉRMINOS Y CONDICIONES DE ALOJAMIENTO: - Fecha de disponibilidad: 14/12/2023 - Duración mínima del alquiler: 90 días - Máximo de huéspedes: 2 - Todas las facturas incluida "
365," Piso en Castellana, Madrid ",3500.0,153.0,1,3," La Inmobiliaria Internacional CPM gestiona este magnífico y luminoso piso sin amueblar, de 153 m2, y 3 dormitorios; próximo al metro Núñez de Balboa, que consta de los siguientes elementos: Hall de entrada. Una amplia y moderna cocina con office, totalmente equipada y amueblada, con todos los elect "
366," Piso en calle Canarias, Palos de Moguer, Madrid ",1200.0,90.0,2,3," Muy luminoso, Céntrico. Con calefacción central y agua caliente. Tres dormitorios, exteriores, baño completo, terraza. Amueblado. A pocos minutos de metro y renfe Delicias y Atocha Renfe. "
367," Dúplex en calle de Velázquez, 164, El Viso, Madrid ",5500.0,313.0,1,5," VIBA ofrece en régimen de alquiler este maravilloso DUPLEX de 235 metros distribuidos en 2 plantas. Jardín privado de 55 m2 útiles aprox. 3 plazas de garaje y trastero. En su planta baja nos encontramos, el hall de entrada con armario empotrado, dando paso un amplio salón-comedor dividido en 2 amb "
368," Dúplex en calle de San Enrique, 4, Cuatro Caminos, Madrid ",1250.0,100.0,3,1, Telefono/Whatsapp Loft muy bien situado a solo 20 metros de Bravo Murillo. A 1 minuto andando de la estación de metro de Estrecho y a 10 minutos de la de Santiago Bernabeu. Con todos los servicios próximos. En la misma calle que el Mercado se San Enrique y el Mercadona. A solo unos minutos andando 
369," Piso en Recoletos, Madrid ",2500.0,123.0,3,3," La Inmobiliaria Internacional CPM gestiona este magnífico y luminoso piso amueblado, de 123 m2, 3 habitaciones y balcón; próximo al metro Velázquez y Serrano, que consta de los siguientes elementos: Hall de entrada. Una cocina, totalmente equipada, con todos los electrodomésticos incluidos. Un saló "
370," Piso en calle Monasterio de Montesclaros, 4, Montecarmelo, Madrid ",1400.0,107.0,2,2," ""Estupenda vivienda de 2 dormitorios y 2 baños completos en ALQUILER en la Calle Monasterio de Montesclaros. Se trata de una segunda planta, exterior y con ascensor. Se alquila sin amueblar pero con todos los electrodomésticos. Perfecto estado de conservación Aire Acondicionado por conducto en toda "
371," Piso en calle de Claudio Coello, 26, Recoletos, Madrid ",2650.0,115.0,2,2, MAGNIFICA VIVIENDA Junto Calle Serrano y Plaza de Colón. Salón independiente. 2 dormitorios (Principal con armarios empotrados y secundario con Vestidor) 2 baños en suite (principal con plato ducha) Cocina independiente totalmente amueblada y equipada. Incluye tendedero donde se encuentra Caldera y 
372," Piso en Lavapies, Lavapiés-Embajadores, Madrid ",1500.0,55.0,2,2," POR MESES Bonito piso de DOS HABITACIONES DOBLES CON BALCÓN en pleno centro de Madrid con todo menaje, utensilios, electrodomésticos, ropa de cama, etc. Suelo de parquet. Tiene calefacción. Finca con ascensor. Muy bien situado y muy bien comunicado. "
373," Piso en El Cañaveral, Madrid ",1550.0,178.0,0,3," La Inmobiliaria Internacional CPM gestiona este estupendo y luminoso piso sin amueblar, de 178 m2 3 dormitorios y terraza, situado en urbanización cerrada, con estupendas zonas comunes que consta de los siguientes elementos: Hall de entrada. Una cocina con office, totalmente equipada, con todos los "
374," Piso en calle Raza, 4, Canillejas, Madrid ",900.0,60.0,2,2," GRUPO INTERPRES alquila en exclusiva este piso totalmente reformado de 60m² en Canillejas (junto a calle Alcalá). Consta de salón de 23m² con terraza cerrada, cocina americana con todos los electrodomésticos, dos dormitorios y un baño con plato de ducha y mampara. Calefacción y agua caliente individ "
375," Piso en calle de Núñez de Balboa, 12, Recoletos, Madrid ",4500.0,168.0,5,3," Viba Real Estate ofrece esta magnífica vivienda en edificio representativo de 168m2 en la calle Nuñez de Balboa, entre las calles de Jorge Juan y Villanueva. Ubicada en una quinta planta con portero físico y ascensor. Consta de un amplio salón-comedor exterior. Cocina independiente totalmente amueb "
376," Piso en calle de Voluntarios Macabebes, 3, Chopera, Madrid ",825.0,53.0,0,2," Se alquila vivienda de 53m2 (48m útiles según catastro) con 2 dormitorios, salón, cuarto de baño completo y cocina independiente totalmente equipada con electrodomésticos. Dispone de suelos de gres, puerta blindada, armarios y calefacción individual por caldera de Gas Natural. La vivienda se alquila "
377," Piso en Castellana, Madrid ",4200.0,230.0,5,2," La Inmobiliaria Internacional CPM gestiona este espectacular y luminoso piso de 230 m2, 2 dormitorios, ubicado a escasos metros de la plaza del Marqués de Salamanca, en un edificio de carácter señorial en el barrio Salamanca, junto al metro Velázquez. La vivienda consta de los siguientes elementos: "
378," Piso en German Pérez Carrasco, Quintana, Madrid ",900.0,50.0,2,2," ¿Estás buscando una vivienda luminosa, recién reformada y cómoda? ¡Esta es tu oportunidad! Descripción de la propiedad: Estupendo piso de 50 m2, recién reformado en la zona de Pueblo nuevo.. . Es una segunda planta con ascensor, consta de 2 dormitorios, 1 baño con plato de ducha, salón-comedor y "
379," Piso en calle de Hermosilla, 18, Recoletos, Madrid ",3900.0,170.0,2,3," MAGNÍFICA VIVIENDA EN PLENO BARRIO DE SALAMANCA. 3 dormitorios ( EL PRINCIPAL EXTERIOR), con armarios empotrados. 3 baños en suite. Aseo de cortesía Amplísimo Salón-comedor independiente de 55 m2 aprox. Cocina independiente amueblada y equipada. Calefacción por Gas Natural. Aire acondicionado indi "
380," Estudio en calle del Manco de Lepanto, Numancia, Madrid ",630.0,,3,0," POR FAVOR LEER TODA LA DESCRIPCIÓN DEL ANUNCIO, ANTES DE CONTACTAR POR WhatsApp Se alquila habitacion ( estudio un solo espacio) con baño y cocina americana, planta baja exterior, amueblado y cocina equipada con nevera pequeña, se alquila a persona sola o pareja sin Hijos. NO SE ACEPTAN MASCOTAS el "
381," Piso en calle de Serrano, 28, Recoletos, Madrid ",4600.0,165.0,3,3," VIBA les ofrece una exclusiva vivienda en plena Milla de Oro, frente a la Plaza de Colón. Edificio de fachada clásica y representativa, catalogado como histórico. Consta de hall de entrada, Amplio salón. 3 balcones a jardines interiores. Cocina totalmente amueblada y equipada con electrodoméstic "
